Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Bhutan,BTN,Gini index,SI.POV.GINI,..,..,37.4,..,..
Bhutan,BTN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.78269910812378,5.89159393310547,6.22741651535034,5.74371290206909,4.50982761383057
Bolivia,BOL,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,41383273369.167,42543154962.5784,45845321282.0029,48178183367.5958,49047321078.5291
Bolivia,BOL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3863.88909634483,3969.0721608601,4075.59127776917,4187.27748042123,4220.31561019614
Bolivia,BOL,Gini index,SI.POV.GINI,46.7,45.2,44.6,42.6,41.6
Bolivia,BOL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.14342975616455,8.15060997009277,8.09724044799805,8.01587009429932,8.09103965759277
Bosnia and Herzegovina,BIH,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,28928938000,30071414258.243,31122451562.7035,32413340088.7757,33286880307.7176
Bosnia and Herzegovina,BIH,GDP per capita (constant LCU),NY.GDP.PCAP.KN,8221.85616140326,8599.72997431905,8993.48496011004,9452.62474165929,9846.10015803162
Bosnia and Herzegovina,BIH,Gini index,SI.POV.GINI,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.01811289787292,4.26451015472412,2.83868432044983,3.89297008514404,4.04449987411499
Botswana,BWA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,140004580339.792,164418139800,158510473652.866,161211273995.221,165583386440.578
Botswana,BWA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,69609.5309115121,73572.5369343505,75519.1911580781,77573.4067636565,78796.5951469137
Botswana,BWA,Gini index,SI.POV.GINI,54.9,..,..,..,..
Botswana,BWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.39457988739014,8.73589324951172,7.80924463272095,7.90538597106934,8.39899635314941
Brazil,BRA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,4054995118330.09,3919988342716,3989615157033.53,4061338287732.28,4097233304623.29
Brazil,BRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,20388.5083456728,19570.9032281443,19685.9153454892,19900.5722602854,20012.606678622
Brazil,BRA,Gini index,SI.POV.GINI,51.9,53.4,53.3,53.9,53.5
Brazil,BRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.24105978012085,6.314040184021,6.32047986984253,6.08851003646851,5.96346998214722
British Virgin Islands,VGB,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
British Virgin Islands,VGB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..
British Virgin Islands,VGB,Gini index,SI.POV.GINI,..,..,..,..,..
British Virgin Islands,VGB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.70450019836426,3.26105642318726,2.45708990097046,2.42555999755859,2.50096988677979
Brunei Darussalam,BRN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,17496389703.5515,15919585426.9367,17158873440.176,17792081148.0191,17489665893.8411
Brunei Darussalam,BRN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,44047.4570823236,42418.2988738409,42464.6754470206,41998.0060411804,43142.9409269635
Brunei Darussalam,BRN,Gini index,SI.POV.GINI,..,..,..,..,..
Brunei Darussalam,BRN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,4.42540979385376,..,..,..
Bulgaria,BGR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,103893560158.78,108666348580.423,111583446104.905,115255616646.149,121396262465.577
Bulgaria,BGR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,15470.2286475422,16050.6374878609,16612.2773389908,17159.2588053273,17935.2010483157
Bulgaria,BGR,Gini index,SI.POV.GINI,38.6,40.6,40.4,41.3,40.3
Bulgaria,BGR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.91208434104919,3.39370822906494,4.07755994796753,4.04709005355835,4.19902992248535
Burkina Faso,BFA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,6995311000000,7544734247936.39,8035280502708.34,8602796458269.33,9410862097161.23
Burkina Faso,BFA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,372537.123844101,383353.773102836,395683.983860389,410592.275297226,423911.554739749
Burkina Faso,BFA,Gini index,SI.POV.GINI,..,..,..,43,..
Burkina Faso,BFA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.67008996009827,..,5.62846994400024,5.488609790802,5.40713691711426
Burundi,BDI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1837904288163.23,1787890107430.09,1772755005413.77,1750249804186.79,1769469817035.29
Burundi,BDI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,155881.353563405,152300.947617459,149506.694828658,147395.947913587,145219.890193137
Burundi,BDI,Gini index,SI.POV.GINI,..,..,..,..,..
Burundi,BDI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.10290956497192,4.96585083007812,5.00918865203857,5.4135274887085,5.34668445587158
Cabo Verde,CPV,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,173911530859.351,184151072940.161,190347646621.488,201602497859.244,217513122313.654
Cabo Verde,CPV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,339408.373244027,353826.991887684,369686.263996584,383000.601657528,409061.859662636
Cabo Verde,CPV,Gini index,SI.POV.GINI,42.4,..,..,..,..
Cabo Verde,CPV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.80622005462646,4.75475978851318,4.59278011322021,4.78792285919189,4.16529989242554
Cambodia,KHM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,95936065119953.4,103371009483821,112619822904001,124058606617899,136153326690065
Cambodia,KHM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6106675.53875311,6494022.35144157,6922106.02907716,7436541.04924864,7926067.99552997
Cambodia,KHM,Gini index,SI.POV.GINI,..,..,..,..,..
Cambodia,KHM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.7034615278244,1.87081909179688,2.09646058082581,2.44785928726196,2.82565474510193
Cameroon,CMR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,19151324667615.6,20038566000000,20789952143928.3,21745015091324.5,22448184261530
Cameroon,CMR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,842101.069769236,854371.469523041,859899.295446097,869488.457869896,875022.015365347
Cameroon,CMR,Gini index,SI.POV.GINI,..,..,..,..,..
Cameroon,CMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.65791988372803,2.56234002113342,3.05962991714478,3.03096008300781,3.04739952087402
Canada,CAN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1990442000000,2003265175782.3,2088302131703.89,2151349450723.15,2185758549827.97
Canada,CAN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,55747.6539790589,55692.8560685842,56700.5985074596,57426.8915442178,57673.6305373195
Canada,CAN,Gini index,SI.POV.GINI,33.7,32.7,33.3,32.5,31.7
Canada,CAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.7393798828125,4.81642007827759,4.95996999740601,4.8889799118042,4.77293014526367
Cayman Islands,CYM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Cayman Islands,CYM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,63649.0866616917,64192.9635499208,64764.0536143178,66087.8770415978,67261.8741366762
Cayman Islands,CYM,Gini index,SI.POV.GINI,..,..,..,..,..
Cayman Islands,CYM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,2.16376948356628,1.13670003414154
Central African Republic,CAF,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,535754321520.002,576831047470.714,581655748109.624,740655999989.5,763576953491.569
Central African Republic,CAF,GDP per capita (constant LCU),NY.GDP.PCAP.KN,140786.551804585,144835.555702646,148870.838097587,151815.550878039,154431.183430026
Central African Republic,CAF,Gini index,SI.POV.GINI,..,..,..,..,..
Central African Republic,CAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.91022861003876,1.75408899784088,1.75365018844604,1.56587600708008,1.76792073249817
Chad,TCD,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,5002609215726.75,4385503426878.78,4425266216741.83,4616782028789.31,4751547065293.47
Chad,TCD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,383915.10812575,348778.519919906,327350.175471567,324050.000176399,323971.148476709
Chad,TCD,Gini index,SI.POV.GINI,..,..,..,37.5,..
Chad,TCD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.3428316116333,2.38847589492798,2.45481991767883,2.25947499275208,2.37245798110962
Channel Islands,CHI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Channel Islands,CHI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,53155.6798891401,53659.6367353812,54484.0362347687,54885.0508300898,55516.3565186476
Channel Islands,CHI,Gini index,SI.POV.GINI,..,..,..,..,..
Channel Islands,CHI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Chile,CHL,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,172279533726370,176835528000788,183542355229024,189434867410000,189703001763288
Chile,CHL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,9786875.04643963,9838729.19038972,9815597.33815662,10026621.093811,9930155.37172493
Chile,CHL,Gini index,SI.POV.GINI,45.3,..,45.3,..,..
Chile,CHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.90390014648438,5.3664698600769,5.43278980255127,5.473060131073,5.62630987167358
China,CHN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
China,CHN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,55589.5919914339,59057.3905063446,62779.1064068213,66703.868150931,70422.8201601853
China,CHN,Gini index,SI.POV.GINI,38.6,38.5,39.1,38.5,38.2
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.24201250076294,4.20638513565063,4.11133146286011,4.02442407608032,4.05939483642578
Colombia,COL,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,804692000000000,816563524602884,837682278332551,869454112210606,895452314411962
Colombia,COL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,17132063.6134515,17317286.791938,17299757.9651135,17420037.1182021,17656974.1294905
Colombia,COL,Gini index,SI.POV.GINI,51,50.6,49.7,50.4,51.3
Colombia,COL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Comoros,COM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,367268452575.825,382350706806.118,398935035418.06,411148244514.561,418352706866.854
Comoros,COM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,507527.199517808,513733.295853944,522814.178987113,531378.996228567,530431.866896862
Comoros,COM,Gini index,SI.POV.GINI,..,..,..,..,..
Comoros,COM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.5450599193573,..,..,..,..
"Congo, Dem. Rep.",COD,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,11968087812885.8,11501820676864.5,14010866939823.2,15276697771118.8,14776145771255
"Congo, Dem. Rep.",COD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,133162.30266943,131613.458161595,131616.524150792,134693.236349415,136212.459843704
"Congo, Dem. Rep.",COD,Gini index,SI.POV.GINI,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.17043995857239,2.1186900138855,1.45494997501373,..,..
"Congo, Rep.",COG,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,4623136498460.92,3834837518891.75,3727899307966.84,4056827198326.55,3874603623583.51
"Congo, Rep.",COG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1081235.49330555,963704.645271952,887944.023606006,846582.350097153,835747.074640966
"Congo, Rep.",COG,Gini index,SI.POV.GINI,..,..,..,..,..
"Congo, Rep.",COG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.13882994651794,..,4.17236995697021,2.77167010307312,3.55946898460388
Costa Rica,CRI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,31486781876750.9,33135825536450.1,34343647497600,35035638929428.6,35964924446277.6
Costa Rica,CRI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6567484.8941208,6774759.35258243,6990109.96298322,7108378.01732536,7219450.43392879
Costa Rica,CRI,Gini index,SI.POV.GINI,48.4,48.7,48.3,48,48.2
Costa Rica,CRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.87349987030029,6.89395999908447,7.06980991363525,6.76991987228394,6.73808002471924
Cote d'Ivoire,CIV,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,27086367000000,29258348756548.5,30586291791966.5,31789622963560.6,33920779586162.3
Cote d'Ivoire,CIV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1072882.83585796,1116963.1240115,1166350.90271815,1190300.15437567,1237465.17159626
Cote d'Ivoire,CIV,Gini index,SI.POV.GINI,41.5,..,..,37.2,..
Cote d'Ivoire,CIV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.49412989616394,3.93593001365662,3.73654007911682,3.21164989471436,3.4130699634552
Croatia,HRV,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,49969458558.1367,52050674473.9527,53850953710.9772,55600564950.4028,57580059624.0675
Croatia,HRV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,12003.8565174717,12554.9778699919,13176.9306085727,13738.5988179328,14305.8106948162
Croatia,HRV,Gini index,SI.POV.GINI,31.1,30.9,30.4,29.7,28.9
Croatia,HRV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.96908521652222,4.89622449874878,3.86269998550415,3.91209006309509,3.92007994651794
Cuba,CUB,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,53746311582.7053,55721626723.6772,56785801718.3718,57225649232.1159,57230795980.3117
Cuba,CUB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4833.68388563614,4862.54985525864,4958.37878523952,5079.19307519526,5081.89615388804
Cuba,CUB,Gini index,SI.POV.GINI,..,..,..,..,..
Cuba,CUB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.96333694458008,9.01313304901123,..,..,9.04696941375732
Curacao,CUW,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Curacao,CUW,GDP per capita (constant LCU),NY.GDP.PCAP.KN,32813.5048740347,32120.7585930454,31609.6650538474,31107.504267711,30472.5700758879
Curacao,CUW,Gini index,SI.POV.GINI,..,..,..,..,..
Curacao,CUW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Cyprus,CYP,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,18075955411.5929,19464404915.4595,20553945624.7342,21785485162.7178,23105649991.4571
Cyprus,CYP,GDP per capita (constant LCU),NY.GDP.PCAP.KN,21122.083984375,22407.548828125,23476.7734375,24646.666015625,25743.185546875
